Chroma Features Analysis
=======================

Time-based chroma intensities:
T	C	C#	D	D#	E	F	F#	G	G#	A	A#	B
206.07	1.000	0.614	0.253	0.403	0.295	0.330	0.549	0.491	0.292	0.204	0.356	0.675	C
206.08	1.000	0.608	0.248	0.400	0.292	0.331	0.569	0.494	0.295	0.196	0.351	0.721	C
206.09	1.000	0.599	0.241	0.395	0.289	0.331	0.588	0.496	0.298	0.189	0.352	0.772	C
207.01	0.299	0.513	0.660	0.789	0.574	0.695	0.542	1.000	0.810	0.516	0.402	0.564	G
207.02	0.266	0.492	0.635	0.737	0.528	0.655	0.516	1.000	0.768	0.457	0.381	0.537	G
207.03	0.255	0.472	0.604	0.687	0.475	0.614	0.492	1.000	0.731	0.413	0.360	0.501	G
207.04	0.240	0.464	0.585	0.638	0.466	0.590	0.478	1.000	0.690	0.388	0.364	0.464	G
207.05	0.236	0.447	0.579	0.603	0.421	0.567	0.464	1.000	0.646	0.349	0.356	0.427	G
207.06	0.243	0.454	0.590	0.573	0.384	0.546	0.449	1.000	0.621	0.343	0.341	0.406	G
207.07	0.245	0.422	0.574	0.555	0.363	0.542	0.445	1.000	0.587	0.322	0.319	0.386	G
207.08	0.233	0.399	0.536	0.545	0.333	0.534	0.428	1.000	0.566	0.324	0.310	0.350	G
207.09	0.239	0.383	0.515	0.531	0.324	0.505	0.414	1.000	0.519	0.291	0.303	0.328	G
208.00	0.563	0.984	1.000	0.783	0.687	0.726	0.721	0.733	0.949	0.667	0.443	0.463	D
208.01	0.554	0.985	1.000	0.765	0.685	0.718	0.732	0.757	0.953	0.664	0.445	0.454	D
208.02	0.564	0.972	1.000	0.745	0.660	0.712	0.743	0.788	0.982	0.665	0.434	0.476	D
208.03	0.549	0.962	1.000	0.740	0.644	0.701	0.746	0.816	0.957	0.666	0.425	0.455	D
208.04	0.533	0.940	1.000	0.755	0.633	0.695	0.742	0.838	0.919	0.658	0.419	0.429	D
208.05	0.517	0.929	1.000	0.782	0.623	0.674	0.750	0.875	0.916	0.611	0.418	0.431	D
208.06	0.495	0.903	1.000	0.794	0.587	0.671	0.760	0.908	0.913	0.576	0.394	0.422	D
208.07	0.465	0.865	1.000	0.830	0.542	0.660	0.758	0.930	0.877	0.539	0.400	0.414	D
208.09	0.454	0.823	1.000	0.853	0.506	0.649	0.741	0.935	0.856	0.502	0.399	0.395	D
208.10	0.475	0.788	1.000	0.862	0.511	0.635	0.748	0.971	0.873	0.478	0.399	0.411	D
209.00	0.376	0.355	0.463	0.534	1.000	0.469	0.830	0.908	0.684	0.576	0.678	0.443	E
209.01	0.333	0.337	0.410	0.486	1.000	0.421	0.767	0.858	0.630	0.536	0.627	0.402	E
209.02	0.320	0.317	0.380	0.461	1.000	0.397	0.747	0.851	0.617	0.518	0.623	0.389	E
209.03	0.290	0.289	0.328	0.403	1.000	0.356	0.661	0.790	0.603	0.474	0.555	0.355	E
209.05	0.280	0.277	0.298	0.357	1.000	0.328	0.628	0.759	0.569	0.451	0.528	0.344	E
209.06	0.263	0.266	0.269	0.329	1.000	0.309	0.603	0.731	0.520	0.436	0.499	0.318	E
209.07	0.265	0.264	0.261	0.304	1.000	0.288	0.574	0.726	0.503	0.428	0.483	0.291	E
209.08	0.262	0.246	0.234	0.267	1.000	0.276	0.556	0.704	0.448	0.406	0.465	0.261	E
209.09	0.227	0.246	0.215	0.250	1.000	0.255	0.515	0.666	0.426	0.395	0.443	0.255	E
209.10	0.211	0.231	0.204	0.245	1.000	0.246	0.504	0.664	0.425	0.398	0.438	0.253	E
210.01	0.427	0.907	0.912	0.845	1.000	0.971	0.798	0.780	0.897	0.920	0.519	0.450	E
210.02	0.448	0.966	0.899	0.895	1.000	0.970	0.815	0.801	0.901	0.974	0.525	0.510	E
210.03	0.411	0.941	0.886	0.925	0.958	0.937	0.804	0.804	0.911	1.000	0.553	0.503	A
210.04	0.385	0.906	0.842	0.920	0.893	0.893	0.802	0.789	0.877	1.000	0.577	0.492	A
210.05	0.363	0.896	0.814	0.898	0.839	0.840	0.776	0.759	0.824	1.000	0.573	0.488	A
210.06	0.319	0.806	0.805	0.854	0.766	0.788	0.758	0.735	0.777	1.000	0.583	0.432	A
210.07	0.320	0.783	0.778	0.803	0.743	0.730	0.766	0.705	0.732	1.000	0.552	0.413	A
210.08	0.316	0.732	0.738	0.741	0.720	0.675	0.740	0.665	0.673	1.000	0.548	0.377	A
210.09	0.294	0.702	0.688	0.707	0.696	0.663	0.729	0.640	0.628	1.000	0.560	0.363	A
211.01	0.392	0.527	0.603	0.578	1.000	0.693	0.615	0.347	0.402	0.326	0.427	0.459	E
211.02	0.393	0.558	0.608	0.605	1.000	0.709	0.631	0.347	0.409	0.324	0.402	0.478	E
211.03	0.345	0.469	0.537	0.550	1.000	0.642	0.566	0.311	0.361	0.293	0.347	0.409	E
211.04	0.302	0.442	0.499	0.494	1.000	0.586	0.517	0.280	0.324	0.259	0.325	0.418	E
211.05	0.272	0.414	0.444	0.437	1.000	0.536	0.453	0.253	0.287	0.230	0.275	0.434	E
211.06	0.249	0.356	0.410	0.391	1.000	0.508	0.422	0.237	0.273	0.198	0.260	0.442	E
211.07	0.236	0.362	0.388	0.375	1.000	0.462	0.395	0.228	0.238	0.178	0.222	0.422	E
211.08	0.235	0.333	0.363	0.335	1.000	0.435	0.366	0.216	0.216	0.161	0.189	0.420	E
211.09	0.220	0.298	0.349	0.296	1.000	0.403	0.339	0.211	0.200	0.162	0.171	0.400	E
212.00	0.413	0.738	0.782	0.621	0.876	0.939	0.757	1.000	0.783	0.483	0.386	0.656	G
212.01	0.389	0.706	0.739	0.602	0.776	0.858	0.707	1.000	0.766	0.459	0.357	0.644	G
212.02	0.377	0.658	0.702	0.610	0.714	0.794	0.660	1.000	0.770	0.442	0.366	0.617	G
212.03	0.346	0.637	0.697	0.597	0.673	0.746	0.636	1.000	0.780	0.449	0.384	0.586	G
212.04	0.330	0.624	0.658	0.582	0.626	0.700	0.591	1.000	0.789	0.450	0.438	0.510	G
212.05	0.335	0.614	0.626	0.605	0.623	0.650	0.565	1.000	0.788	0.456	0.524	0.467	G
212.06	0.323	0.635	0.657	0.601	0.609	0.623	0.561	1.000	0.807	0.480	0.540	0.487	G
212.07	0.318	0.616	0.664	0.593	0.594	0.579	0.524	1.000	0.797	0.496	0.586	0.468	G
212.09	0.320	0.595	0.681	0.600	0.555	0.561	0.506	1.000	0.784	0.501	0.619	0.469	G
212.10	0.353	0.572	0.709	0.610	0.564	0.530	0.488	1.000	0.780	0.512	0.594	0.480	G
213.00	1.000	0.548	0.429	0.340	0.397	0.350	0.350	0.399	0.261	0.240	0.300	0.302	C
213.01	1.000	0.517	0.398	0.318	0.360	0.331	0.334	0.381	0.241	0.237	0.282	0.277	C
213.02	1.000	0.476	0.356	0.281	0.321	0.309	0.303	0.364	0.220	0.224	0.273	0.239	C
213.03	1.000	0.453	0.339	0.270	0.313	0.292	0.296	0.352	0.205	0.216	0.258	0.208	C
213.05	1.000	0.419	0.330	0.242	0.312	0.265	0.288	0.333	0.188	0.201	0.237	0.175	C
213.06	1.000	0.388	0.304	0.220	0.302	0.240	0.268	0.309	0.169	0.189	0.219	0.145	C
213.07	1.000	0.365	0.272	0.196	0.286	0.219	0.261	0.291	0.154	0.180	0.199	0.130	C
213.08	1.000	0.339	0.260	0.175	0.273	0.198	0.255	0.282	0.145	0.165	0.184	0.123	C
213.09	1.000	0.322	0.232	0.156	0.251	0.176	0.240	0.268	0.130	0.153	0.170	0.104	C
213.10	1.000	0.291	0.207	0.141	0.248	0.165	0.232	0.261	0.122	0.141	0.155	0.102	C
214.01	0.235	0.390	0.333	0.472	0.218	0.265	0.395	0.349	0.209	0.172	0.226	1.000	B
214.02	0.227	0.367	0.314	0.452	0.204	0.258	0.390	0.336	0.190	0.157	0.206	1.000	B
214.03	0.219	0.342	0.299	0.447	0.192	0.248	0.398	0.329	0.176	0.143	0.200	1.000	B
214.04	0.210	0.326	0.283	0.425	0.182	0.222	0.395	0.319	0.170	0.133	0.190	1.000	B
214.05	0.207	0.298	0.268	0.401	0.166	0.199	0.388	0.309	0.149	0.128	0.192	1.000	B
214.06	0.201	0.311	0.255	0.389	0.151	0.193	0.387	0.305	0.158	0.132	0.167	1.000	B
214.07	0.196	0.274	0.240	0.365	0.138	0.185	0.385	0.294	0.138	0.130	0.163	1.000	B
214.08	0.189	0.281	0.226	0.341	0.133	0.178	0.377	0.282	0.130	0.115	0.172	1.000	B
214.09	0.186	0.241	0.210	0.334	0.132	0.157	0.358	0.269	0.119	0.108	0.178	1.000	B
215.01	0.072	0.156	0.141	0.152	1.000	0.155	0.117	0.143	0.151	0.083	0.081	0.153	E
215.02	0.063	0.142	0.127	0.143	1.000	0.144	0.114	0.133	0.146	0.080	0.074	0.140	E
215.03	0.058	0.129	0.108	0.150	1.000	0.134	0.111	0.126	0.147	0.075	0.071	0.136	E
215.04	0.052	0.122	0.100	0.144	1.000	0.121	0.109	0.122	0.149	0.072	0.069	0.139	E
215.05	0.048	0.113	0.092	0.141	1.000	0.117	0.107	0.118	0.144	0.071	0.064	0.141	E
215.06	0.043	0.104	0.087	0.128	1.000	0.113	0.104	0.116	0.136	0.070	0.060	0.133	E
215.07	0.045	0.097	0.082	0.118	1.000	0.114	0.097	0.117	0.127	0.063	0.061	0.141	E
215.08	0.041	0.089	0.084	0.125	1.000	0.112	0.100	0.114	0.118	0.064	0.053	0.132	E
215.09	0.039	0.085	0.079	0.130	1.000	0.111	0.097	0.114	0.116	0.064	0.049	0.137	E
216.00	0.559	0.717	0.698	0.662	0.479	0.871	0.848	1.000	0.594	0.681	0.816	0.483	G
216.01	0.596	0.752	0.728	0.682	0.526	0.921	0.878	1.000	0.610	0.696	0.837	0.505	G
216.02	0.615	0.804	0.767	0.716	0.569	0.982	0.908	1.000	0.620	0.733	0.851	0.555	G
216.03	0.630	0.831	0.772	0.724	0.594	1.000	0.909	0.979	0.632	0.734	0.846	0.562	F
216.04	0.613	0.858	0.772	0.709	0.601	1.000	0.893	0.927	0.642	0.717	0.832	0.572	F
216.05	0.592	0.831	0.768	0.697	0.609	1.000	0.880	0.902	0.649	0.696	0.792	0.558	F
216.06	0.603	0.853	0.782	0.700	0.609	1.000	0.893	0.880	0.638	0.699	0.801	0.595	F
216.07	0.573	0.827	0.769	0.695	0.619	1.000	0.895	0.849	0.647	0.687	0.780	0.560	F
216.09	0.558	0.806	0.745	0.685	0.630	1.000	0.902	0.841	0.646	0.669	0.768	0.577	F
216.10	0.550	0.785	0.715	0.653	0.632	1.000	0.891	0.817	0.626	0.645	0.747	0.566	F
217.00	1.000	0.668	0.389	0.285	0.340	0.299	0.199	0.224	0.253	0.215	0.241	0.192	C
217.01	1.000	0.696	0.420	0.287	0.278	0.305	0.198	0.205	0.269	0.220	0.232	0.215	C
217.02	1.000	0.714	0.481	0.322	0.262	0.311	0.205	0.198	0.286	0.224	0.256	0.230	C
217.03	1.000	0.717	0.523	0.310	0.252	0.289	0.217	0.180	0.272	0.227	0.254	0.267	C
217.05	1.000	0.755	0.590	0.333	0.260	0.265	0.241	0.185	0.260	0.213	0.277	0.275	C
217.06	1.000	0.758	0.669	0.327	0.277	0.273	0.260	0.187	0.268	0.235	0.303	0.288	C
217.07	1.000	0.708	0.717	0.337	0.247	0.266	0.263	0.194	0.251	0.226	0.313	0.290	C
217.08	1.000	0.699	0.740	0.376	0.258	0.238	0.268	0.205	0.234	0.227	0.339	0.302	C
217.09	1.000	0.687	0.788	0.421	0.279	0.273	0.271	0.218	0.240	0.247	0.378	0.309	C
217.10	1.000	0.699	0.845	0.468	0.322	0.304	0.268	0.228	0.247	0.261	0.382	0.332	C
218.01	0.247	0.232	0.161	0.294	0.133	0.164	0.310	0.259	0.139	0.173	0.191	1.000	B
218.02	0.235	0.193	0.153	0.280	0.134	0.161	0.304	0.236	0.142	0.160	0.189	1.000	B
218.03	0.222	0.184	0.128	0.267	0.126	0.138	0.285	0.220	0.128	0.150	0.175	1.000	B
218.04	0.213	0.176	0.122	0.288	0.112	0.135	0.274	0.212	0.114	0.140	0.161	1.000	B
218.05	0.207	0.136	0.115	0.322	0.117	0.130	0.259	0.186	0.112	0.129	0.151	1.000	B
218.06	0.210	0.127	0.105	0.296	0.116	0.132	0.240	0.173	0.099	0.124	0.133	1.000	B
218.07	0.203	0.145	0.098	0.279	0.120	0.130	0.218	0.154	0.087	0.118	0.127	1.000	B
218.08	0.213	0.108	0.098	0.244	0.112	0.125	0.208	0.144	0.092	0.106	0.130	1.000	B
218.09	0.220	0.100	0.105	0.260	0.114	0.128	0.203	0.138	0.080	0.101	0.114	1.000	B
219.01	0.073	0.058	0.059	0.150	1.000	0.144	0.109	0.066	0.086	0.044	0.073	0.171	E
219.02	0.065	0.062	0.060	0.157	1.000	0.141	0.108	0.062	0.086	0.038	0.062	0.164	E
219.03	0.058	0.059	0.061	0.156	1.000	0.135	0.103	0.058	0.083	0.038	0.054	0.158	E
219.04	0.056	0.051	0.060	0.147	1.000	0.130	0.099	0.057	0.086	0.037	0.052	0.153	E
219.05	0.056	0.044	0.061	0.140	1.000	0.128	0.096	0.057	0.080	0.033	0.050	0.129	E
219.06	0.048	0.042	0.059	0.140	1.000	0.124	0.092	0.054	0.072	0.035	0.042	0.103	E
219.07	0.047	0.038	0.052	0.137	1.000	0.117	0.089	0.051	0.075	0.031	0.038	0.090	E
219.08	0.046	0.037	0.048	0.135	1.000	0.116	0.089	0.050	0.070	0.028	0.034	0.081	E
219.09	0.044	0.034	0.051	0.138	1.000	0.115	0.084	0.049	0.071	0.027	0.031	0.077	E
220.00	0.401	0.494	0.485	0.583	0.957	0.921	1.000	0.803	0.317	0.394	0.392	0.350	F#
220.01	0.372	0.403	0.431	0.546	1.000	0.912	0.869	0.700	0.272	0.327	0.398	0.395	E
220.02	0.311	0.338	0.370	0.464	1.000	0.863	0.722	0.584	0.227	0.270	0.345	0.387	E
220.03	0.275	0.277	0.325	0.400	1.000	0.834	0.617	0.473	0.176	0.241	0.284	0.339	E
220.04	0.272	0.256	0.304	0.377	1.000	0.797	0.543	0.419	0.151	0.202	0.309	0.301	E
220.05	0.241	0.233	0.278	0.353	1.000	0.793	0.486	0.364	0.124	0.185	0.284	0.260	E
220.06	0.221	0.225	0.267	0.305	1.000	0.799	0.444	0.326	0.139	0.174	0.252	0.255	E
220.07	0.210	0.195	0.233	0.293	1.000	0.770	0.405	0.303	0.130	0.163	0.209	0.308	E
220.09	0.193	0.185	0.226	0.266	1.000	0.749	0.374	0.259	0.120	0.149	0.186	0.289	E
220.10	0.186	0.183	0.234	0.258	1.000	0.720	0.363	0.246	0.123	0.137	0.184	0.319	E
221.00	1.000	0.108	0.103	0.094	0.206	0.127	0.177	0.243	0.059	0.067	0.067	0.104	C
221.01	1.000	0.109	0.093	0.086	0.225	0.122	0.171	0.246	0.051	0.061	0.076	0.106	C
221.02	1.000	0.109	0.114	0.084	0.228	0.119	0.163	0.243	0.056	0.059	0.069	0.108	C
221.03	1.000	0.108	0.102	0.082	0.237	0.114	0.156	0.241	0.063	0.058	0.060	0.113	C
221.05	1.000	0.110	0.098	0.083	0.259	0.113	0.154	0.249	0.057	0.061	0.063	0.119	C
221.06	1.000	0.111	0.102	0.087	0.249	0.112	0.153	0.250	0.055	0.062	0.071	0.112	C
221.07	1.000	0.106	0.084	0.083	0.224	0.104	0.151	0.258	0.053	0.060	0.083	0.113	C
221.08	1.000	0.120	0.089	0.079	0.180	0.099	0.148	0.258	0.057	0.074	0.084	0.116	C
221.09	1.000	0.116	0.094	0.085	0.167	0.100	0.147	0.260	0.053	0.075	0.086	0.097	C
221.10	1.000	0.113	0.090	0.087	0.157	0.098	0.142	0.263	0.063	0.069	0.084	0.121	C
222.01	0.345	0.177	0.121	0.352	0.162	0.160	0.376	0.210	0.080	0.126	0.169	1.000	B
222.02	0.345	0.171	0.129	0.387	0.159	0.147	0.360	0.198	0.065	0.115	0.153	1.000	B
222.03	0.332	0.182	0.123	0.372	0.166	0.152	0.353	0.196	0.064	0.103	0.155	1.000	B
222.04	0.322	0.159	0.120	0.405	0.166	0.152	0.348	0.187	0.069	0.097	0.156	1.000	B
222.05	0.324	0.173	0.125	0.467	0.164	0.149	0.333	0.179	0.067	0.085	0.167	1.000	B
222.06	0.339	0.194	0.128	0.491	0.170	0.138	0.311	0.164	0.071	0.087	0.181	1.000	B
222.07	0.345	0.201	0.132	0.562	0.167	0.150	0.294	0.165	0.064	0.088	0.174	1.000	B
222.08	0.361	0.224	0.122	0.504	0.164	0.151	0.277	0.161	0.068	0.092	0.177	1.000	B
222.09	0.372	0.281	0.139	0.458	0.164	0.136	0.266	0.167	0.068	0.088	0.166	1.000	B
223.01	0.040	0.044	0.094	0.169	1.000	0.138	0.114	0.077	0.078	0.047	0.059	0.189	E
223.02	0.046	0.047	0.097	0.168	1.000	0.133	0.109	0.074	0.073	0.045	0.056	0.188	E
223.03	0.045	0.048	0.101	0.168	1.000	0.129	0.102	0.074	0.074	0.045	0.053	0.172	E
223.04	0.045	0.051	0.110	0.175	1.000	0.129	0.098	0.075	0.075	0.044	0.054	0.162	E
223.05	0.049	0.054	0.113	0.183	1.000	0.127	0.098	0.079	0.082	0.044	0.056	0.146	E
223.06	0.049	0.051	0.111	0.188	1.000	0.127	0.098	0.080	0.087	0.047	0.049	0.135	E
223.07	0.055	0.057	0.114	0.193	1.000	0.129	0.100	0.082	0.094	0.047	0.051	0.117	E
223.08	0.058	0.057	0.114	0.197	1.000	0.135	0.103	0.091	0.095	0.050	0.050	0.095	E
223.09	0.062	0.059	0.113	0.194	1.000	0.148	0.110	0.091	0.100	0.052	0.052	0.105	E
224.00	0.243	0.366	0.396	0.446	1.000	0.579	0.554	0.390	0.303	0.252	0.326	0.288	E
224.01	0.222	0.338	0.358	0.420	1.000	0.557	0.528	0.360	0.277	0.234	0.322	0.271	E
224.02	0.206	0.306	0.327	0.394	1.000	0.549	0.505	0.331	0.253	0.208	0.275	0.258	E
224.03	0.195	0.294	0.312	0.358	1.000	0.547	0.494	0.322	0.239	0.190	0.269	0.260	E
224.04	0.191	0.290	0.290	0.334	1.000	0.546	0.484	0.313	0.223	0.176	0.244	0.272	E
224.05	0.181	0.281	0.270	0.324	1.000	0.544	0.473	0.321	0.202	0.149	0.247	0.274	E
224.06	0.187	0.277	0.262	0.313	1.000	0.554	0.469	0.349	0.189	0.143	0.245	0.271	E
224.07	0.185	0.280	0.265	0.313	1.000	0.557	0.470	0.374	0.178	0.132	0.248	0.247	E
224.09	0.181	0.280	0.263	0.310	1.000	0.566	0.476	0.398	0.165	0.121	0.252	0.217	E
224.10	0.187	0.286	0.259	0.320	1.000	0.573	0.491	0.434	0.163	0.112	0.270	0.199	E
225.00	0.484	0.805	1.000	0.420	0.314	0.299	0.370	0.380	0.198	0.147	0.249	0.238	D
225.01	0.420	0.795	1.000	0.402	0.258	0.271	0.332	0.331	0.218	0.152	0.228	0.221	D
225.02	0.353	0.768	1.000	0.378	0.208	0.262	0.303	0.293	0.206	0.141	0.191	0.225	D
225.03	0.303	0.690	1.000	0.347	0.179	0.230	0.257	0.267	0.193	0.137	0.141	0.225	D
225.05	0.275	0.614	1.000	0.322	0.150	0.203	0.238	0.250	0.181	0.144	0.113	0.199	D
225.06	0.261	0.519	1.000	0.300	0.131	0.172	0.219	0.231	0.159	0.139	0.116	0.171	D
225.07	0.227	0.465	1.000	0.274	0.136	0.165	0.215	0.222	0.151	0.140	0.120	0.139	D
225.08	0.213	0.441	1.000	0.256	0.129	0.185	0.226	0.214	0.165	0.157	0.152	0.160	D
225.09	0.205	0.405	1.000	0.261	0.131	0.163	0.222	0.201	0.161	0.154	0.134	0.155	D
225.10	0.176	0.351	1.000	0.245	0.136	0.152	0.218	0.186	0.168	0.148	0.125	0.132	D
226.01	0.324	0.266	0.180	0.525	0.244	0.201	0.300	0.186	0.193	0.165	0.220	1.000	B
226.02	0.366	0.241	0.201	0.438	0.307	0.248	0.315	0.223	0.237	0.195	0.230	1.000	B
226.03	0.366	0.204	0.200	0.365	0.348	0.267	0.367	0.243	0.279	0.220	0.222	1.000	B
226.04	0.394	0.254	0.193	0.342	0.393	0.309	0.415	0.273	0.315	0.242	0.261	1.000	B
226.05	0.377	0.283	0.187	0.339	0.503	0.356	0.497	0.320	0.378	0.281	0.301	1.000	B
226.06	0.356	0.299	0.175	0.334	0.596	0.380	0.541	0.338	0.427	0.320	0.350	1.000	B
226.07	0.402	0.338	0.193	0.336	0.738	0.433	0.612	0.377	0.490	0.354	0.352	1.000	B
226.08	0.388	0.268	0.214	0.293	0.790	0.403	0.608	0.367	0.483	0.379	0.367	1.000	B
226.09	0.412	0.320	0.257	0.326	0.878	0.425	0.621	0.390	0.518	0.417	0.403	1.000	B
227.01	0.056	0.059	0.057	0.094	1.000	0.092	0.103	0.082	0.053	0.036	0.038	0.112	E
227.02	0.056	0.060	0.057	0.087	1.000	0.088	0.097	0.077	0.048	0.035	0.040	0.119	E
227.03	0.055	0.058	0.056	0.087	1.000	0.085	0.093	0.073	0.046	0.031	0.037	0.124	E
227.04	0.056	0.065	0.056	0.087	1.000	0.082	0.089	0.068	0.043	0.031	0.035	0.130	E
227.05	0.058	0.062	0.059	0.089	1.000	0.081	0.086	0.068	0.041	0.029	0.036	0.129	E
227.06	0.060	0.068	0.063	0.091	1.000	0.080	0.084	0.061	0.041	0.028	0.035	0.127	E
227.07	0.063	0.063	0.061	0.088	1.000	0.081	0.080	0.059	0.045	0.027	0.036	0.124	E
227.08	0.064	0.068	0.061	0.086	1.000	0.083	0.075	0.053	0.044	0.026	0.034	0.125	E
227.09	0.062	0.068	0.063	0.085	1.000	0.084	0.071	0.051	0.040	0.027	0.035	0.126	E
228.00	0.024	0.019	0.038	0.059	1.000	0.075	0.032	0.020	0.030	0.014	0.013	0.130	E
228.01	0.023	0.016	0.036	0.063	1.000	0.073	0.032	0.020	0.030	0.013	0.015	0.130	E
228.02	0.021	0.018	0.034	0.066	1.000	0.070	0.031	0.021	0.031	0.013	0.014	0.133	E
228.03	0.020	0.021	0.036	0.066	1.000	0.068	0.031	0.022	0.030	0.014	0.013	0.134	E
228.04	0.023	0.023	0.038	0.071	1.000	0.067	0.029	0.021	0.028	0.014	0.015	0.137	E
228.05	0.025	0.020	0.044	0.075	1.000	0.072	0.028	0.019	0.029	0.015	0.018	0.144	E
228.06	0.025	0.026	0.039	0.083	1.000	0.076	0.029	0.020	0.030	0.015	0.020	0.146	E
228.07	0.028	0.023	0.039	0.091	1.000	0.081	0.030	0.022	0.030	0.015	0.022	0.140	E
228.09	0.030	0.025	0.041	0.099	1.000	0.086	0.031	0.022	0.029	0.016	0.019	0.133	E
228.10	0.029	0.027	0.047	0.108	1.000	0.088	0.032	0.022	0.032	0.015	0.020	0.127	E
229.00	0.023	0.021	0.040	0.083	1.000	0.093	0.030	0.016	0.033	0.015	0.018	0.160	E
229.01	0.022	0.019	0.042	0.086	1.000	0.097	0.030	0.017	0.033	0.016	0.018	0.156	E
229.02	0.021	0.018	0.043	0.086	1.000	0.097	0.031	0.016	0.032	0.017	0.018	0.151	E
229.03	0.021	0.018	0.045	0.086	1.000	0.095	0.032	0.016	0.033	0.018	0.019	0.140	E
229.05	0.021	0.018	0.043	0.089	1.000	0.094	0.034	0.017	0.033	0.015	0.018	0.132	E
229.06	0.020	0.022	0.045	0.091	1.000	0.093	0.037	0.017	0.034	0.016	0.018	0.130	E
229.07	0.020	0.023	0.044	0.094	1.000	0.091	0.038	0.017	0.034	0.016	0.017	0.130	E
229.08	0.021	0.021	0.041	0.098	1.000	0.090	0.037	0.018	0.035	0.017	0.017	0.128	E
229.09	0.023	0.019	0.038	0.103	1.000	0.094	0.036	0.016	0.035	0.017	0.017	0.127	E
229.10	0.023	0.018	0.038	0.109	1.000	0.098	0.034	0.016	0.035	0.016	0.016	0.130	E
230.01	0.031	0.045	0.061	0.164	1.000	0.139	0.038	0.032	0.042	0.039	0.033	0.109	E
230.02	0.031	0.048	0.064	0.160	1.000	0.132	0.036	0.030	0.039	0.036	0.031	0.101	E
230.03	0.035	0.045	0.071	0.153	1.000	0.136	0.035	0.029	0.040	0.037	0.029	0.106	E
230.04	0.036	0.053	0.075	0.149	1.000	0.148	0.035	0.028	0.041	0.033	0.029	0.115	E
230.05	0.040	0.052	0.065	0.145	1.000	0.164	0.035	0.029	0.038	0.032	0.031	0.116	E
230.06	0.045	0.044	0.064	0.141	1.000	0.184	0.035	0.032	0.040	0.031	0.031	0.122	E
230.07	0.054	0.050	0.059	0.139	1.000	0.203	0.035	0.031	0.040	0.032	0.029	0.133	E
230.08	0.057	0.042	0.063	0.136	1.000	0.214	0.038	0.029	0.040	0.034	0.030	0.138	E
230.09	0.054	0.041	0.070	0.136	1.000	0.217	0.039	0.029	0.038	0.032	0.033	0.139	E
231.01	0.090	0.107	0.161	0.344	1.000	0.237	0.464	0.403	0.101	0.152	0.209	0.118	E
231.02	0.096	0.108	0.156	0.346	1.000	0.237	0.455	0.387	0.092	0.144	0.207	0.121	E
231.03	0.089	0.107	0.150	0.344	1.000	0.234	0.451	0.369	0.103	0.141	0.184	0.113	E
231.04	0.092	0.109	0.148	0.345	1.000	0.226	0.445	0.355	0.095	0.133	0.165	0.116	E
231.05	0.093	0.105	0.142	0.348	1.000	0.225	0.437	0.338	0.106	0.125	0.161	0.103	E
231.06	0.091	0.111	0.140	0.329	1.000	0.222	0.428	0.320	0.085	0.115	0.146	0.104	E
231.07	0.094	0.108	0.141	0.334	1.000	0.217	0.418	0.318	0.087	0.107	0.144	0.101	E
231.08	0.095	0.105	0.141	0.316	1.000	0.211	0.406	0.309	0.080	0.096	0.124	0.105	E
231.09	0.101	0.106	0.138	0.296	1.000	0.201	0.388	0.295	0.080	0.090	0.125	0.110	E
232.00	0.343	0.360	0.619	0.989	1.000	0.558	0.472	0.293	0.401	0.624	0.383	0.199	E
232.01	0.342	0.353	0.629	0.995	1.000	0.565	0.474	0.288	0.399	0.591	0.382	0.189	E
232.02	0.349	0.344	0.633	1.000	0.977	0.564	0.474	0.278	0.400	0.556	0.361	0.186	D#
232.03	0.345	0.347	0.633	1.000	0.945	0.559	0.466	0.280	0.387	0.519	0.348	0.176	D#
232.04	0.356	0.348	0.636	1.000	0.953	0.562	0.466	0.277	0.388	0.489	0.338	0.170	D#
232.05	0.357	0.345	0.626	1.000	0.944	0.564	0.457	0.273	0.373	0.467	0.322	0.161	D#
232.06	0.359	0.358	0.628	1.000	0.939	0.566	0.462	0.268	0.370	0.446	0.306	0.145	D#
232.07	0.354	0.360	0.624	1.000	0.930	0.565	0.453	0.275	0.354	0.439	0.298	0.150	D#
232.09	0.366	0.365	0.623	1.000	0.928	0.566	0.452	0.269	0.358	0.439	0.285	0.168	D#
232.10	0.378	0.364	0.627	1.000	0.945	0.569	0.454	0.265	0.331	0.445	0.293	0.170	D#
233.00	0.665	0.495	0.805	0.878	0.533	0.453	0.553	1.000	0.423	0.324	0.478	0.388	G
233.01	0.656	0.495	0.793	0.833	0.516	0.457	0.527	1.000	0.393	0.334	0.457	0.386	G
233.02	0.641	0.484	0.790	0.800	0.507	0.463	0.513	1.000	0.355	0.344	0.441	0.395	G
233.03	0.618	0.474	0.782	0.767	0.499	0.470	0.496	1.000	0.319	0.346	0.422	0.397	G
233.05	0.600	0.462	0.773	0.729	0.490	0.468	0.482	1.000	0.287	0.352	0.406	0.399	G
233.06	0.587	0.457	0.766	0.697	0.487	0.477	0.471	1.000	0.261	0.359	0.381	0.407	G
233.07	0.580	0.451	0.763	0.671	0.482	0.483	0.461	1.000	0.247	0.368	0.366	0.412	G
233.08	0.570	0.447	0.757	0.645	0.479	0.489	0.458	1.000	0.243	0.364	0.345	0.425	G
